id,license,address,city,county,state,structure,structure_type,latitude,longitude
11912,Verizon,(Budds Creek site) 2725 Thompsons Corner Road,Mechanicsville,ST. MARY'S,MD,80.8,TOWER,38.41333333,-76.81916667
11910,Verizon,(Hillsboro) 2812 Starr Rd (010242),Queen Anne,QUEEN ANNE'S,MD,49,TOWER,38.93508333,-75.96927778
11909,Verizon,(Mardela Springs) 9552 RIGGIN ROAD,MARDELA SPRINGS,WICOMICO,MD,113.4,TOWER,38.45497222,-75.73125
11908,Verizon,(Dameron site)18248 Three Notch Road,Dameron,ST. MARY'S,MD,60.7,TOWER,38.16786111,-76.37747222
11907,Verizon,61 Richardson Ave,CRISFIELD,SOMERSET,MD,39,TOWER,37.98816667,-75.84688889
11906,Verizon,2500' W OF BUCKTOWN RD ON GREENBRIER RD,CAMBRIDGE,DORCHESTER,MD,143,TOWER,38.45944444,-76.04277778
11905,Verizon,6101 PUBLIC LANDING ROAD,Snow Hill,WORCESTER,MD,109.1,TOWER,38.17588889,-75.37427778
11904,Verizon,201 Tower Run,Chester,KENT,MD,106.7,TOWER,38.96841667,-76.25552778
39782,Verizon,1357 JONES STATIONS RD,SEVERNA PARK,ANNE ARUNDEL,MD,66.4,TOWER,39.03566667,-76.48830556
39784,Verizon,(Cranberry site) 2300 HARVEY GUMMEL ROAD,HAMSTEAD (CRANBERRY),CARROLL,MD,85.6,TOWER,39.63711111,-76.91136111
39785,Verizon,2500 MAYBERRY ROAD,MAYBERRY TWP,CARROLL,MD,84.7,TOWER,39.64194444,-77.09652778
39792,Verizon,14210 Frederick Rd,Cooksville,HOWARD,MD,153.3,TOWER,39.31944444,-77.00638889
25644,AT&T,1502 Quarry Road (98602),Whiteford,HARFORD,MD,57.9,MTOWER,39.70636111,-76.33994444
25643,AT&T,931 LOWER PINDELL ROAD  (27417),Lothian,ANNE ARUNDEL,MD,60.7,MTOWER,38.76777778,-76.66333333
25642,AT&T,3867 BAY RD  (18702),Street,HARFORD,MD,79.2,LTOWER,39.68388889,-76.32513889
25641,AT&T,4401 Conowingo Rd. (27536),Darlington,HARFORD,MD,57.3,MTOWER,39.65155556,-76.22472222
25640,AT&T,825 EARLTON RD  (3886),Havre De Grace,HARFORD,MD,49.1,MTOWER,39.56138889,-76.14391667
25639,AT&T,5702 Ridge Road  (27538),Mt. Airy,CARROLL,MD,60.7,LTOWER,39.41713889,-77.12116667
30581,AT&T,38 Old Pigs Road (94334),Friendsville,GARRETT,MD,93,GTOWER,39.70572222,-79.31252778
30582,AT&T,365 Stockyard Road (94339),Accident,GARRETT,MD,110,LTOWER,39.68155556,-79.26205556
30585,AT&T,2743 Table Rock Road (94344),Oakland,GARRETT,MD,112.8,GTOWER,39.29388889,-79.42558333
25623,AT&T,2815 TRACEY MILL RD  (18697),MANCHESTER,CARROLL,MD,79.2,LTOWER,39.68802778,-76.89194444
25637,AT&T,1160 Wrighton Road (16267),Lothian,ANNE ARUNDEL,MD,60.4,MTOWER,38.79661111,-76.67947222
43821,AT&T,12100 Troutman Road (98631),Flintstone,ALLEGANY,MD,81.4,LTOWER,39.68988889,-78.52963889
43820,AT&T,21136 Little Orleans (94387),Little Orleans,ALLEGANY,MD,46,LTOWER,39.69222222,-78.40530556
25636,AT&T,6450 MIDDLEBURG ROAD (85118),KEYMAR,CARROLL,MD,45.7,MTOWER,39.60602778,-77.22838889
39751,Verizon,2725 THOMPSONS CORNER ROAD,MECHANICSVILLE,ST. MARY'S,MD,80.8,TOWER,38.41333333,-76.81916667
25625,AT&T,2819 Belcamp Road (3882),Aberdeen,HARFORD,MD,53,MTOWER,39.48794444,-76.24516667
30586,AT&T,296 Marsh Hill Road (94349),Deep Creek,GARRETT,MD,96,LTOWER,39.56811111,-79.36533333
30587,AT&T,Route 40 (94336),GRANTSVILLE,GARRETT,MD,109.7,GTOWER,39.68591667,-79.08558333
30065,AT&T,13407 Sunset Orchard Road (94384),YONKERS,ALLEGANY,MD,91.1,LTOWER,39.7075,-78.62555556
30064,AT&T,17800 Jackson Mountain Road (94383),Lonaconing,ALLEGANY,MD,80.5,LTOWER,39.55705556,-78.98111111
30063,AT&T,12703 Moores Hollow Road (94381),Cumberland,ALLEGANY,MD,59.4,LTOWER,39.62219444,-78.7115
25635,AT&T,15155 Tridelphia Mill Road  (57294),CLARKSVILLE,HOWARD,MD,151.5,LTOWER,39.23530556,-77.03555556
25634,AT&T,6370 Franklin Gibson Road (27454),Tracys Landing,ANNE ARUNDEL,MD,59.7,MTOWER,38.76438889,-76.58697222
977,Verizon,(Catoctin Mtn site) 14900 Park Central Rd,Thurmond,FREDERICK,MD,27.4,TOWER,39.65127778,-77.46222222
976,Verizon,66 Canada Hill Road,Myersville,FREDERICK,MD,42.4,TOWER,39.52222222,-77.58805556
974,Verizon,DIXON ROAD,URBANA,FREDERICK,MD,152,TOWER,39.29805556,-77.34277778
25633,AT&T,7 EAST RIDGEVILLE BOULEVARD (57281),MOUNT AIRY,CARROLL,MD,57.9,MTOWER,39.36547222,-77.16436111
25632,AT&T,21140 Old York Road  (57209),Parkton,BALTIMORE,MD,67.1,LTOWER,39.70341667,-76.63747222
25631,AT&T,REAR OF #1 MARRIOTT HILL ROAD (57266),HARWOOD,ANNE ARUNDEL,MD,59.4,LTOWER,38.87463889,-76.60936111
25630,AT&T,1211 CHERRYTOWN RD (18703),WESTMINSTER,CARROLL,MD,78,LTOWER,39.68202778,-77.03783333
25629,AT&T,2380 DAVIDSONVILLE ROAD  (57161),Gambrills,ANNE ARUNDEL,MD,79.2,LTOWER,38.98911111,-76.67086111
25628,AT&T,7500 North Point Rd (57250),Sparrows Point,BALTIMORE,MD,54.2,MTOWER,39.23705556,-76.44077778
25627,AT&T,2203 OLD MOUNTAIN RD  (113037),JOPPA,HARFORD,MD,60.4,LTOWER,39.46252778,-76.36125
39736,Verizon,26149 RIDGE RD,DAMASCUS,MONTGOMERY,MD,80.1,TOWER,39.28638889,-77.20694444
39734,Verizon,8271 Leonardtown Road,HUGHESVILLE,CHARLES,MD,81.1,TOWER,38.53588889,-76.788
39733,Verizon,BEL ALTON - NEWTOWN RD,BEL ALTON,CHARLES,MD,89,TOWER,38.47480556,-76.94969444
39731,Verizon,14138 Brandywine Road,BRANDYWINE,PRINCE GEORGE'S,MD,76.8,TOWER,38.69752778,-76.84694444
45107,Verizon,(Cecilton site) 364 CECILTON-WARWICK ROAD,CECILTON,CECIL,MD,58.5,LTOWER,39.40288889,-75.85577778
45102,Verizon,(Rising Sun) 300 BIGGS HWY.,RISING SUN,CECIL,MD,58.5,LTOWER,39.69083333,-76.05694444
27944,AT&T,2963 Turkey Point Road (41142),North East,CECIL,MD,58.8,MTOWER,39.51761111,-75.959
27945,AT&T,50 N GREENMOUNT ROAD (25413),RISING SUN,CECIL,MD,46.9,MTOWER,39.72072222,-76.0345
18442,AT&T,13413 Pen Mar High Rock Road (114488),Cascade,WASHINGTON,MD,60.7,LTOWER,39.69647222,-77.51361111
8220,Verizon,"5500' NORTH OF INTERSECTION, EAST SIDE OF US ROUTE 113",POCOMOKE CITY,WORCESTER,MD,129.8,TOWER,38.07677778,-75.53797222
8229,Verizon,"5500' NORTH OF INTERSECTION, EAST SIDE OF US ROUTE 113",POCOMOKE CITY,WORCESTER,MD,129.8,TOWER,38.07677778,-75.53797222
27943,AT&T,364 CECILTON WARWICK ROAD (84046),CECILTON,CECIL,MD,58.5,LTOWER,39.40158333,-75.85547222
27942,AT&T,2744 TELEGRAPH ROAD (61946),NORTH EAST,CECIL,MD,50.3,MTOWER,39.70561111,-75.93919444
25626,AT&T,5861 Deale Churchton Road (98757),Deale,ANNE ARUNDEL,MD,53.3,MTOWER,38.78794444,-76.54713889
30062,AT&T,20934 Frostburg Road (94377),Frostburg,ALLEGANY,MD,52.4,LTOWER,39.58333333,-78.89738889
30061,AT&T,20981 National Pike (94329),Frostburg,GARRETT,MD,92.6,GTOWER,39.67602778,-78.96069444
30060,AT&T,3172 Old Frostburg Road (94341),Frostburg,GARRETT,MD,99.4,LTOWER,39.68394444,-79.00183333
16486,AT&T,14900 Park Central Road   (110513),Sabillasville,FREDERICK,MD,24.4,MTOWER,39.64294444,-77.46911111
16485,AT&T,6721 Debold Rd   (114932),Sabillasville,FREDERICK,MD,47.6,MTOWER,39.67813889,-77.43741667
16483,AT&T,14806 Liberty Road   (18682),New Windsor,FREDERICK,MD,60.4,MTOWER,39.47008333,-77.14475
16482,AT&T,4401 MAR LU RIDGE RD  (27541),JEFFERSON,FREDERICK,MD,76.2,MTOWER,39.33080556,-77.52433333
25616,AT&T,991 Bay Ridge Road (103114),Annapolis,ANNE ARUNDEL,MD,39.6,MTOWER,38.9455,-76.48652778
25617,AT&T,10905 John Hopkins Road (57154),Laurel,HOWARD,MD,47.6,MTOWER,39.15866667,-76.89472222
18439,AT&T,US 40 West of Clear Spring (36483),CLEAR SPRINGS,WASHINGTON,MD,100,LTOWER,39.647,-77.96880556
18438,AT&T,21842 NATIONAL PIKE (27472),BOONSBORO,WASHINGTON,MD,78.3,LTOWER,39.54055556,-77.60694444
18437,AT&T,5341 Red Hill Road (36001),Keedysville,WASHINGTON,MD,49.7,LTOWER,39.46075,-77.69913889
18436,AT&T,13514 Orchard Ridge Road (35933),Hancock,WASHINGTON,MD,60.7,LTOWER,39.683,-78.08844444
18434,AT&T,3857 Presley Rd (36244),Hancock,WASHINGTON,MD,60,MTOWER,39.70694444,-78.24422222
27946,AT&T,"JFK Hwy Administration Building, I-95 (61939)",BLYTHEDALE,CECIL,MD,44.5,MTOWER,39.58963889,-76.07322222
30588,AT&T,2221 Hutton Road (97858),Crellin,GARRETT,MD,86.6,LTOWER,39.39516667,-79.46480556
27949,AT&T,476 CONOWINGO ROAD (25383),CONOWINGO,CECIL,MD,45.1,LTOWER,39.678,-76.15647222
27950,AT&T,300 BIGGS HIGHWAY (25381),RISING SUN,CECIL,MD,56.7,LTOWER,39.69083333,-76.05652778
27951,AT&T,1479 Tome Highway (103679),Port Deposit,CECIL,MD,59.7,LTOWER,39.639,-76.07663889
11896,Verizon,0.3 mi west of Stephen Decatur High School Road,BERLIN,WORCESTER,MD,117.7,TOWER,38.32772222,-75.19672222
11897,Verizon,RT 246 & FIRE TOWER RD (000044),Berlin,WORCESTER,MD,67.6,TOWER,38.24358333,-76.49361111
11898,Verizon,2644 BYRD RD (000045),POCOMOKE,WORCESTER,MD,129.8,TOWER,38.07677778,-75.53797222
11899,Verizon,BURCHARD SAWMILL RD,CHESTERTOWN,KENT,MD,123.7,TOWER,39.20555556,-75.94505556
11902,Verizon,(Princess Anne) 30880 WEST POST OFFICE ROAD,PRINCESS ANNE,SOMERSET,MD,124.4,GTOWER,38.20280556,-75.68105556
11903,Verizon,24820 MEETINGHOUSE ROAD,DENTON,CAROLINE,MD,89.3,TOWER,38.89330556,-75.84158333
25669,AT&T,10211 LEWIS DRIVE (27513),DAMASCUS,MONTGOMERY,MD,63.4,MTOWER,39.29077778,-77.21347222
25670,AT&T,4101 NE Crain Highway (Route 50 and 301) (4090),Bowie,PRINCE GEORGE'S,MD,61,MTOWER,38.94527778,-76.70738889
25678,AT&T,4375 Port Tabacco Road (98523),Nanjemoy,CHARLES,MD,113.4,LTOWER,38.46033333,-77.21494444
25680,AT&T,13801 Jericho Park Road (4086),Bowie,PRINCE GEORGE'S,MD,57.6,LTOWER,39.02038889,-76.76997222
25681,AT&T,13201 Lewisdale Road (84461),Clarksburg,MONTGOMERY,MD,60,MTOWER,39.28863889,-77.27288889
25684,AT&T,6707 Animal Shelter Road (27423),Hughesville,CHARLES,MD,97.5,LTOWER,38.52702778,-76.73427778
25686,AT&T,160001 Columbia Pike (3963),Burtonsville,MONTGOMERY,MD,48.8,MTOWER,39.11852778,-76.93094444
25688,AT&T,16605 Baden Westwood Rd (27475),Brandywine,PRINCE GEORGE'S,MD,61,LTOWER,38.64680556,-76.71775
25689,AT&T,6900 Contee Rd. (16554),Laurel,PRINCE GEORGE'S,MD,45.7,MTOWER,39.09861111,-76.88458333
25691,AT&T,18300 Claggett Landing Road (98503),UPPER MARLBORO,PRINCE GEORGE'S,MD,152.1,GTOWER,38.87583333,-76.68944444
16477,AT&T,16533 Old Emmitsburg Road   (27518),Emmitsburg,FREDERICK,MD,39.6,MTOWER,39.68352778,-77.35641667
16480,AT&T,17639 Old Gettysburg Road   (94353),Emmitsburg,FREDERICK,MD,33.2,LTOWER,39.71888889,-77.30108333
16481,AT&T,9450 Gambrill Street Park   (94352),FREDERICK,FREDERICK,MD,61,LTOWER,39.49472222,-77.49861111
32721,AT&T,22260 Capitola Road (98530),Tyaskin,WICOMICO,MD,59.7,MTOWER,38.30116667,-75.84741667
32720,AT&T,12530 Dad's Desire Lane (99758),Worton,KENT,MD,59.4,MTOWER,39.32191667,-76.0565
32719,AT&T,2646 Jenkins Orchard Road (76751),Pocomoke City,WORCESTER,MD,129.8,GTOWER,38.07677778,-75.53797222
32718,AT&T,809 Stockton Road (98532),Stockton,WORCESTER,MD,59.7,MTOWER,38.03341667,-75.41991667
32717,AT&T,12924 Tull Road (98529),Whaleyville,WORCESTER,MD,60.7,MTOWER,38.43141667,-75.26547222
32716,AT&T,32770 Roy West Road (42719),Delmar,WICOMICO,MD,78.9,LTOWER,38.446,-75.47447222
32715,AT&T,18248 Three Notch Road (43169),Dameron,ST. MARY'S,MD,80.2,LTOWER,38.16786111,-76.37747222
32713,AT&T,166 West Harmony Road (27418),Owings,CALVERT,MD,59.7,LTOWER,38.69783333,-76.61541667
32712,AT&T,1125 Jewell Road (18637),DUNKIRK,CALVERT,MD,79.2,LTOWER,38.75627778,-76.62519444
32711,AT&T,8473 Rockhall Road (76759),Rock Hall,KENT,MD,101.5,LTOWER,39.21097222,-76.17613889
32710,AT&T,2946 Greenbriar Road (98851),CAMBRIDGE,DORCHESTER,MD,143,GTOWER,38.45944444,-76.04277778
32706,AT&T,45369 Drayton Road (101200),Valley Lee,ST. MARY'S,MD,47.2,MTOWER,38.18725,-76.51136111
32705,AT&T,27620 Bloomery Road (81920),FEDERALSBURG,CAROLINE,MD,128,GTOWER,38.76722222,-75.74611111
32704,AT&T,26289 Barclay Road (83810),Templeville,CAROLINE,MD,60.7,LTOWER,39.1315,-75.78802778
35366,AT&T,TATNIC RD,WELLS,YORK,ME,113.4,GTOWER,43.27669444,-70.626
35365,AT&T,US ROUTE 1,KITTERY,YORK,ME,59.1,LTOWER,43.13502778,-70.70855556
8122,Verizon,(York) 385 Mountain Rd,YORK,YORK,ME,61,LTOWER,43.22341667,-70.69169444
46141,Verizon,(Phippsburg 2) Stoney Brook Road,Phippsburg,SAGADAHOC,ME,58.2,LTOWER,43.83536111,-69.82838889
46142,Verizon,(Standish) Oak Hill Rd.,Standish,CUMBERLAND,ME,56.1,LTOWER,43.77111111,-70.58722222
19966,AT&T,189 Bowery Beach Road,Cape Elizabeth,CUMBERLAND,ME,57.9,MTOWER,43.57291667,-70.2455
46143,Verizon,(Gray 2) Long Hill Road,Gray,CUMBERLAND,ME,77.1,LTOWER,43.85105556,-70.30116667
29427,Verizon,(Benedicta site) 854 Benedicta Rd,Benedicta,AROOSTOOK,ME,57.9,TOWER,45.81777778,-68.4075
29429,Verizon,(Aroostook) ATOP NO. 9 MOUNTAIN 1.6093KM E,Aroostook,AROOSTOOK,ME,27.4,LTOWER,46.42111111,-68.02416667
29435,Verizon,(Athens) 169 Stickney Road (088054),Athens,SOMERSET,ME,85.9,LTOWER,44.97419444,-69.6545
35458,AT&T,US ROUTE 1,Jonesboro,WASHINGTON,ME,103.6,GTOWER,44.637,-67.62613889
29436,Verizon,(Masardis Site) GROVE HILL 6.11KM NW,MASARDIS,AROOSTOOK,ME,129.5,TOWER,46.54638889,-68.40861111
29438,Verizon,5.0 km north of,Wallagrass,AROOSTOOK,ME,83.8,TOWER,47.15,-68.59277778
29439,Verizon,(Mars Hill) 39 Graves Road,MARS HILL,AROOSTOOK,ME,99,LTOWER,46.52861111,-67.81416667
35381,AT&T,KENNETH LANE,KENNEBUNKPORT,YORK,ME,47.2,MTOWER,43.37322222,-70.45991667
35382,AT&T,71 BRIXHAM RD,ELIOT,YORK,ME,45.7,MTOWER,43.17422222,-70.77966667
35383,AT&T,64 DEERING RD,BUXTON,YORK,ME,57.9,MTOWER,43.62891667,-70.47688889
35378,AT&T,US ROUTE 1,KITTERY,YORK,ME,59.1,LTOWER,43.13502778,-70.70855556
35379,AT&T,TATNIC RD,WELLS,YORK,ME,113.4,GTOWER,43.27669444,-70.626
1363,Verizon,44 Duff Road,Poland,ANDROSCOGGIN,ME,60.6,TOWER,44.07825,-70.39483333
1362,Verizon,North Parish Road,TURNER,ANDROSCOGGIN,ME,95.4,TOWER,44.31561111,-70.21366667
46137,Verizon,41 Hackers Hill Road,CASCO,CUMBERLAND,ME,56.4,TOWER,43.96833333,-70.5275
19982,AT&T,41 ALEXANDER REED ROAD,RICHMOND,SAGADAHOC,ME,38.1,MTOWER,44.09325,-69.80513889
19981,AT&T,60 NORTH END ROAD   (43819),GEORGETOWN,SAGADAHOC,ME,43.6,MTOWER,43.82941667,-69.71841667
19979,AT&T,189 Bowery Beach Road,Cape Elizabeth,CUMBERLAND,ME,57.9,MTOWER,43.57291667,-70.2455
19978,AT&T,OAK HILL RD,Standish,CUMBERLAND,ME,57,LTOWER,43.77102778,-70.58727778
19977,AT&T,181 PEACOCK HILL ROAD,New Gloucester,CUMBERLAND,ME,33.8,LTOWER,43.99841667,-70.28138889
19975,AT&T,LONG HILL RD,Baldwin,CUMBERLAND,ME,57.9,MTOWER,43.86619444,-70.657
19974,AT&T,52 BEEDLE RD,RICHMOND,SAGADAHOC,ME,36.6,MTOWER,44.13833333,-69.77025
45399,Verizon,EASTERN ROAD,FRANKFORT,WALDO,ME,78.6,TOWER,44.60763889,-68.86238889
35389,AT&T,200 SAWYER RD,CORNISH,YORK,ME,45.7,LTOWER,43.75186111,-70.78019444
35448,AT&T,ALLAN RD,Gouldsboro,HANCOCK,ME,97.2,GTOWER,44.47511111,-68.08227778
19957,AT&T,209 STONY BROOK RD/PINA SELVA CONCHO WAY,PHIPPSBURG,SAGADAHOC,ME,58.8,LTOWER,43.83383333,-69.82783333
19958,AT&T,QUAKER RIDGE RD,CASCO,CUMBERLAND,ME,58.5,LTOWER,43.96763889,-70.52683333
19959,AT&T,60 ADAMS RD,BOWDOIN,SAGADAHOC,ME,114.9,GTOWER,44.06922222,-69.92419444
19960,AT&T,RR1 BOX 734 MOUNTAIN RD,BRIDGTON,CUMBERLAND,ME,24.4,MTOWER,44.04730556,-70.82122222
43478,Verizon,(LaGrange Site) Weymouth Drive,LaGrange,PENOBSCOT,ME,96,TOWER,45.23972222,-68.77694444
46138,Verizon,RANGEWAY RD.; 2.8 MI SSE OF CUMBERLAND CENTER,CUMBERLAND,CUMBERLAND,ME,57.9,TOWER,43.76369444,-70.2295
35471,AT&T,409 NORTH DEER ISLE RD,DEER ISLE,HANCOCK,ME,58.2,LTOWER,44.25069444,-68.68091667
35449,AT&T,RT 92 BUCKS HARBOR ROAD,Machias,WASHINGTON,ME,106.7,GTOWER,44.69377778,-67.40616667
35450,AT&T,STOCKBRIDGE HILL RD,SWAN ISLAND,HANCOCK,ME,94.5,MTOWER,44.16158333,-68.42222222
19973,AT&T,RR1 BOX 734 MOUNTAIN RD,BRIDGTON,CUMBERLAND,ME,24.4,MTOWER,44.04730556,-70.82122222
19972,AT&T,60 ADAMS RD,BOWDOIN,SAGADAHOC,ME,114.9,GTOWER,44.06922222,-69.92419444
35451,AT&T,"LEAD MOUNTAIN, T28 ME",Beddington,HANCOCK,ME,29.3,LTOWER,44.86436111,-68.11002778
35452,AT&T,ROUTE 1,CALAIS,WASHINGTON,ME,126.5,LTOWER,45.16222222,-67.25138889
35453,AT&T,WALLACE HILL PLACE,MILBRIDGE,WASHINGTON,ME,99.1,GTOWER,44.57111111,-67.86555556
35454,AT&T,71 ATLANTIC TRAIL,DEDHAM,HANCOCK,ME,38.7,LTOWER,44.65694444,-68.60647222
35455,AT&T,TOWER RD,DENNYSVILLE,WASHINGTON,ME,129.5,GTOWER,44.94944444,-67.25277778
35470,AT&T,US ROUTE 1,Jonesboro,WASHINGTON,ME,103.6,GTOWER,44.637,-67.62613889
35469,AT&T,467 RIDGE RD,SEDGWICK,HANCOCK,ME,57.9,LTOWER,44.36272222,-68.6195
35468,AT&T,OFF ROUTE 6,TOPFIELDS,WASHINGTON,ME,99.1,MTOWER,45.38833333,-67.79777778
35467,AT&T,TOWER RD,DENNYSVILLE,WASHINGTON,ME,129.5,GTOWER,44.94944444,-67.25277778
35466,AT&T,71 ATLANTIC TRAIL,DEDHAM,HANCOCK,ME,38.7,LTOWER,44.65694444,-68.60647222
35465,AT&T,WALLACE HILL PLACE,MILBRIDGE,WASHINGTON,ME,99.1,GTOWER,44.57111111,-67.86555556
35464,AT&T,ROUTE 1,CALAIS,WASHINGTON,ME,126.5,LTOWER,45.16222222,-67.25138889
35463,AT&T,"LEAD MOUNTAIN, T28 ME",Beddington,HANCOCK,ME,29.3,LTOWER,44.86436111,-68.11002778
46136,Verizon,(Bowdoin) WEST OF RT. 201 3.3 MILES NE OF BOWDOIN,BOWDOIN,SAGADAHOC,ME,62.5,GTOWER,44.06925,-69.92338889
19971,AT&T,QUAKER RIDGE RD,CASCO,CUMBERLAND,ME,58.5,LTOWER,43.96763889,-70.52683333
19970,AT&T,209 STONY BROOK RD/PINA SELVA CONCHO WAY,PHIPPSBURG,SAGADAHOC,ME,58.8,LTOWER,43.83383333,-69.82783333
19969,AT&T,41 ALEXANDER REED ROAD,RICHMOND,SAGADAHOC,ME,38.1,MTOWER,44.09325,-69.80513889
19968,AT&T,60 NORTH END ROAD   (43819),GEORGETOWN,SAGADAHOC,ME,43.6,MTOWER,43.82941667,-69.71841667
35462,AT&T,STOCKBRIDGE HILL RD,SWAN ISLAND,HANCOCK,ME,94.5,MTOWER,44.16158333,-68.42222222
35461,AT&T,RT 92 BUCKS HARBOR ROAD,Machias,WASHINGTON,ME,106.7,GTOWER,44.69377778,-67.40616667
35460,AT&T,ALLAN RD,Gouldsboro,HANCOCK,ME,97.2,GTOWER,44.47511111,-68.08227778
35368,AT&T,KENNETH LANE,KENNEBUNKPORT,YORK,ME,47.2,MTOWER,43.37322222,-70.45991667
35376,AT&T,200 SAWYER RD,CORNISH,YORK,ME,45.7,LTOWER,43.75186111,-70.78019444
45383,Verizon,(Winslow North) 833 Benton Street,Winslow,KENNEBEC,ME,36.6,LTOWER,44.57027778,-69.60194444
35459,AT&T,409 NORTH DEER ISLE RD,DEER ISLE,HANCOCK,ME,58.2,LTOWER,44.25069444,-68.68091667
19965,AT&T,OAK HILL RD,Standish,CUMBERLAND,ME,57,LTOWER,43.77102778,-70.58727778
35456,AT&T,OFF ROUTE 6,TOPFIELDS,WASHINGTON,ME,99.1,MTOWER,45.38833333,-67.79777778
35457,AT&T,467 RIDGE RD,SEDGWICK,HANCOCK,ME,57.9,LTOWER,44.36272222,-68.6195
19961,AT&T,52 BEEDLE RD,RICHMOND,SAGADAHOC,ME,36.6,MTOWER,44.13833333,-69.77025
45073,Verizon,Peaked Mountain Pass,Hiram,OXFORD,ME,86.3,TOWER,43.83825,-70.81905556
45072,Verizon,Morrison Road off Rte 2,Dixfield,OXFORD,ME,60,TOWER,44.58319444,-70.36208333
45071,Verizon,(Rangeley) 158 Bald Mtn Rd,RANGELEY,FRANKLIN,ME,19.8,LTOWER,44.94533333,-70.772
45386,Verizon,BENNER HILL; 4.0 KM N OF US-1; 2.8 KM NW OF,ROCKLAND,KNOX,ME,95,TOWER,44.13138889,-69.14
45068,Verizon,9000 Main Street,Carrabassett,FRANKLIN,ME,36.6,TOWER,45.03177778,-70.31311111
46139,Verizon,(Harrison) EDES FALLS RD,HARRISON,CUMBERLAND,ME,87.1,GTOWER,44.09697222,-70.65533333
19962,AT&T,LONG HILL RD,Baldwin,CUMBERLAND,ME,57.9,MTOWER,43.86619444,-70.657
19964,AT&T,181 PEACOCK HILL ROAD,New Gloucester,CUMBERLAND,ME,33.8,LTOWER,43.99841667,-70.28138889
35370,AT&T,64 DEERING RD,BUXTON,YORK,ME,57.9,MTOWER,43.62891667,-70.47688889
46140,Verizon,"W. EDGE OF SCOTTOW HILL, 2.7 MI WNW OF",SCARBOROUGH,CUMBERLAND,ME,79.2,TOWER,43.58961111,-70.37208333
35369,AT&T,71 BRIXHAM RD,ELIOT,YORK,ME,45.7,MTOWER,43.17422222,-70.77966667
45393,Verizon,(Clinton SE site) 130 Holt Road,CLINTON,KENNEBEC,ME,129.5,GTOWER,44.62944444,-69.48638889
43472,Verizon,(Millinocket site) Pork Barrel Hill,MILLINOCKET,PENOBSCOT,ME,126.1,TOWER,45.66666667,-68.76777778
43473,Verizon,(Charleston) 93 Receiver Rd - .64KM E OF SR-15 3.5KM WNW,CHARLESTON,PENOBSCOT,ME,57.9,GTOWER,45.09388889,-69.08277778
43477,Verizon,4.0 km South of,MEDWAY,PENOBSCOT,ME,96,TOWER,45.57361111,-68.51888889
45397,Verizon,"MANCHESTER, GRANITE HILL (075061)",AUGUSTA,KENNEBEC,ME,33.5,TOWER,44.31475,-69.83219444
45398,Verizon,NORTH SHORE DR,OWLS HEAD,KNOX,ME,46,TOWER,44.07555556,-69.08861111
29422,Verizon,1.9 KM SSW OF,NORTH ANSON,SOMERSET,ME,97.5,TOWER,44.83861111,-69.90527778
29440,Verizon,"(Portage Lake) 0.4 MI W OF SR-11,0.5MI N OF PORTAGE,0.43MI E OF PORTAGE LAKE",PORTAGE,AROOSTOOK,ME,53.3,GTOWER,46.76638889,-68.47472222
29423,Verizon,11TH AVE & PELLITIER RD,MADAWASKA,AROOSTOOK,ME,102,TOWER,47.32972222,-68.34833333
29424,Verizon,"ROBINSON MTN, 1.6 km north of",ISLAND FALLS,AROOSTOOK,ME,96,TOWER,46.02588889,-68.25058333
29425,Verizon,(Jackman) 7 Main Street,JACKMAN,SOMERSET,ME,129.5,GTOWER,45.56444444,-70.13583333
29426,Verizon,(Skowhegan East) HRC 71 BOX 128 - 135 Lamphere Ln.,SKOWHEGAN,SOMERSET,ME,61,MTOWER,44.76583333,-69.625
17312,Verizon,1658 M 68 (ROGERS CITY CELL SITE),MAINTOU BEACH,PRESQUE ISLE,MI,126.5,TOWER,45.40555556,-83.94444444
301,Verizon,STOCKBRIDGE CELL SITE 4400 ADAMS ROAD,STOCKBRIDGE,INGHAM,MI,51.8,TOWER,42.45975,-84.20636111
304,Verizon,Belding Cell Site 7470 West Palmer Road,Belding,IONIA,MI,106.4,TOWER,43.06997222,-85.222
305,Verizon,I69/Webster Cell Site 14757 Nichols Road,Bath,CLINTON,MI,56.4,TOWER,42.80194444,-84.42666667
126,AT&T,2900 E HIBBARD RD   (61903),CORUNNA,SHIAWASSEE,MI,87.5,LTOWER,42.94969444,-84.10797222
127,AT&T,2300 W ELSWORTH RD    (61898),PERRY,SHIAWASSEE,MI,92,LTOWER,42.814,-84.20530556
128,AT&T,4409 W FARRAND    (61899),Clio,GENESEE,MI,92,LTOWER,43.19077778,-83.77072222
129,AT&T,4420 BALDWIN RD   (61892),GRAND BLANC,GENESEE,MI,69.8,LTOWER,42.88555556,-83.615
130,AT&T,6216 N VASSAR RD   (61901),FLINT,GENESEE,MI,86.3,LTOWER,43.09683333,-83.57358333
131,AT&T,11323 WEST VIENNA ROAD   (19500),MONTROSE,GENESEE,MI,46.9,MTOWER,43.17444444,-83.905
132,AT&T,10389 HILL ROAD   (25053),GOODRICH,GENESEE,MI,111.6,MTOWER,42.94763889,-83.50080556
133,AT&T,4525 W M-21   (35823),OWOSSO,SHIAWASSEE,MI,91,GTOWER,42.99805556,-84.25638889
